time_s,acc_EW_cm_s2,acc_VER_cm_s2,acc_NS_cm_s2,acc_EW_g,acc_VER_g,acc_NS_g
1.810000,2.03166366e-06,-5.35143023e-06,3.24809564e-06,2.07101290e-09,-5.45507668e-09,3.31100473e-09
1.820000,2.10530144e-06,-5.35968634e-06,3.18401729e-06,2.14607690e-09,-5.46349270e-09,3.24568531e-09
1.830000,2.09207456e-06,-5.31860559e-06,3.24555302e-06,2.13259385e-09,-5.42161630e-09,3.30841286e-09
1.840000,2.06395763e-06,-5.30389503e-06,3.29913868e-06,2.10393234e-09,-5.40662083e-09,3.36303638e-09
1.850000,2.04148070e-06,-5.32257947e-06,3.21080054e-06,2.08102008e-09,-5.42566715e-09,3.27298729e-09
1.860000,1.98916626e-06,-5.31778399e-06,3.08028247e-06,2.02769242e-09,-5.42077879e-09,3.13994136e-09
1.870000,1.97426688e-06,-5.29268420e-06,3.04846374e-06,2.01250446e-09,-5.39519287e-09,3.10750636e-09
1.880000,2.08889661e-06,-5.28596120e-06,3.07528791e-06,2.12935435e-09,-5.38833965e-09,3.13485007e-09
1.890000,2.22885361e-06,-5.28797603e-06,3.06485672e-06,2.27202202e-09,-5.39039351e-09,3.12421684e-09
1.900000,2.23135183e-06,-5.27838676e-06,3.01743474e-06,2.27456864e-09,-5.38061851e-09,3.07587639e-09
1.910000,2.16422473e-06,-5.29001071e-06,2.97278442e-06,2.20614142e-09,-5.39246760e-09,3.03036129e-09
1.920000,2.17377610e-06,-5.34848419e-06,2.95004494e-06,2.21587778e-09,-5.45207359e-09,3.00718139e-09
1.930000,2.21672960e-06,-5.38611282e-06,2.95858231e-06,2.25966320e-09,-5.49043101e-09,3.01588411e-09
1.940000,2.21391421e-06,-5.33230322e-06,2.97307297e-06,2.25679328e-09,-5.43557922e-09,3.03065543e-09
1.950000,2.20884289e-06,-5.25617449e-06,2.92798875e-06,2.25162374e-09,-5.35797603e-09,2.98469801e-09
1.960000,2.21646427e-06,-5.28309134e-06,2.80396743e-06,2.25939273e-09,-5.38541421e-09,2.85827464e-09
1.970000,2.20204293e-06,-5.39547665e-06,2.68392569e-06,2.24469208e-09,-5.49997620e-09,2.73590794e-09
1.980000,2.21098847e-06,-5.43885881e-06,2.68032623e-06,2.25381088e-09,-5.54419858e-09,2.73223877e-09
1.990000,2.27647629e-06,-5.36417093e-06,2.80301163e-06,2.32056706e-09,-5.46806415e-09,2.85730034e-09
2.000000,2.32162062e-06,-5.34223314e-06,2.89843029e-06,2.36658575e-09,-5.44570147e-09,2.95456707e-09
2.010000,2.29829059e-06,-5.46254316e-06,2.81822535e-06,2.34280386e-09,-5.56834165e-09,2.87280872e-09
2.020000,2.24427284e-06,-5.51077590e-06,2.67240185e-06,2.28773989e-09,-5.61750856e-09,2.72416090e-09
2.030000,2.17904726e-06,-5.35805203e-06,2.67823191e-06,2.22125103e-09,-5.46182674e-09,2.73010388e-09
2.040000,2.12706232e-06,-5.24817013e-06,2.78593240e-06,2.16825924e-09,-5.34981665e-09,2.83989032e-09
2.050000,2.15275536e-06,-5.34922787e-06,2.80209073e-06,2.19444991e-09,-5.45283167e-09,2.85636160e-09
2.060000,2.21484368e-06,-5.45342310e-06,2.74038869e-06,2.25774076e-09,-5.55904495e-09,2.79346452e-09
2.070000,2.19062767e-06,-5.39051608e-06,2.70021048e-06,2.23305573e-09,-5.49491955e-09,2.75250813e-09
2.080000,2.14471959e-06,-5.29678780e-06,2.65108290e-06,2.18625850e-09,-5.39937595e-09,2.70242905e-09
2.090000,2.24678460e-06,-5.31261881e-06,2.56979894e-06,2.29030031e-09,-5.41551357e-09,2.61957078e-09
2.100000,2.38713522e-06,-5.37060356e-06,2.50513156e-06,2.43336923e-09,-5.47462137e-09,2.55365093e-09
2.110000,2.28845539e-06,-5.39895602e-06,2.46640746e-06,2.33277818e-09,-5.50352296e-09,2.51417682e-09
2.120000,2.00920929e-06,-5.45841077e-06,2.46980523e-06,2.04812364e-09,-5.56412923e-09,2.51764039e-09
2.130000,1.93395650e-06,-5.54942317e-06,2.54334398e-06,1.97141335e-09,-5.65690435e-09,2.59260345e-09
2.140000,2.21741306e-06,-5.54123990e-06,2.58109380e-06,2.26035990e-09,-5.64856259e-09,2.63108441e-09
2.150000,2.52758527e-06,-5.41322859e-06,2.43499178e-06,2.57653952e-09,-5.51807196e-09,2.48215268e-09
2.160000,2.48153075e-06,-5.31092590e-06,2.17572818e-06,2.52959302e-09,-5.41378787e-09,2.21786766e-09
2.170000,2.21766321e-06,-5.30705284e-06,2.09183493e-06,2.26061489e-09,-5.40983980e-09,2.13234957e-09
2.180000,2.25855131e-06,-5.32680649e-06,2.35758554e-06,2.30229492e-09,-5.42997603e-09,2.40324723e-09
2.190000,2.69385493e-06,-5.30605260e-06,2.68991227e-06,2.74602949e-09,-5.40882018e-09,2.74201047e-09
2.200000,2.89572313e-06,-5.26913537e-06,2.60373430e-06,2.95180747e-09,-5.37118794e-09,2.65416340e-09
2.210000,2.43380215e-06,-5.25319523e-06,2.17067713e-06,2.48094001e-09,-5.35493907e-09,2.21271879e-09
2.220000,1.81994990e-06,-5.26194923e-06,2.00555562e-06,1.85519868e-09,-5.36386262e-09,2.04439920e-09
